OTU,Size,Taxonomy
Otu6237,2,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Mycosphaerellaceae(100);g__Ramularia(100);g__Ramularia_unclassified(100);
Otu6238,2,k__Fungi(100);p__unclassified_Fungi(100);c__unclassified_Fungi(100);o__unclassified_Fungi(100);f__unclassified_Fungi(100);g__unclassified_Fungi(100);s__Neopestalotiopsis_foedans(100);
Otu6239,2,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Teratosphaeriaceae(100);g__Devriesia(100);s__Devriesia_sp(100);
Otu6240,2,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Teratosphaeriaceae(100);g__Devriesia(100);s__Devriesia_sp(100);
Otu6241,2,k__Fungi(100);p__Basidiomycota(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);
Otu6242,2,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);
Otu6243,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);g__Mortierella_unclassified(100);
Otu6244,2,k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Trichocomaceae(100);g__Rasamsonia(100);g__Rasamsonia_unclassified(100);
Otu6245,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);s__Mortierella_sp_WD32A(100);
Otu6246,2,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);
Otu6247,2,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu6248,2,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Mycosphaerellaceae(100);g__Ramularia(100);s__Ramularia_sp(100);
Otu6249,2,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Teratosphaeriaceae(100);g__Devriesia(100);s__Devriesia_sp(100);
Otu6250,2,k__Fungi(100);p__Basidiomycota(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);
Otu6251,2,k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Trichocomaceae(100);g__Penicillium(100);s__Penicillium_lividum(100);
Otu6252,2,k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Trichosporonales(100);f__Trichosporonaceae(100);g__Trichosporon(100);s__Trichosporon_dehoogii(100);
Otu6253,2,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu6254,2,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu6255,2,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Mariannaea(100);s__Mariannaea_superimposita(100);
Otu6256,2,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Fusarium(100);s__Fusarium_pseudensiforme(100);
Otu6257,2,k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu6258,2,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Davidiellaceae(100);g__Cladosporium(100);s__Cladosporium_ramotenellum(100);
Otu6259,2,k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Trichocomaceae(100);g__Aspergillus(100);s__Aspergillus_subversicolor(100);
Otu6260,2,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);
Otu6261,2,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Fusarium(100);s__Fusarium_sp_OTU_011(100);
Otu6262,2,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);
Otu6263,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_sp(100);
Otu6264,2,k__Fungi(100);p__Ascomycota(100);c__Ascomycota_class_Incertae_sedis(100);o__Ascomycota_order_Incertae_sedis(100);f__Ascomycota_family_Incertae_sedis(100);g__Phialemoniopsis(100);g__Phialemoniopsis_unclassified(100);
Otu6265,2,k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu6266,2,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Mycosphaerellaceae(100);g__Mycosphaerella(100);s__Mycosphaerella_rubella(100);
Otu6267,2,k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu6268,2,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu6269,2,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu6270,2,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);
Otu6271,2,k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu6272,2,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);
Otu6273,2,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu6274,2,k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu6275,2,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);
Otu6276,2,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Davidiellaceae(100);f__Davidiellaceae_unclassified(100);f__Davidiellaceae_unclassified(100);
Otu6277,2,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);
Otu6278,2,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);
Otu6279,2,k__Fungi(100);p__Basidiomycota(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);
Otu6280,2,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);
Otu6281,2,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Hypocreales_family_Incertae_sedis(100);g__Stachybotrys(100);s__Stachybotrys_eucylindrospora(100);
Otu6282,2,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);
Otu6283,2,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);
Otu6284,2,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);
Otu6285,2,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);o__Hypocreales_unclassified(100);o__Hypocreales_unclassified(100);o__Hypocreales_unclassified(100);
Otu6286,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);g__Mortierella_unclassified(100);
Otu6287,2,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Teratosphaeriaceae(100);g__Devriesia(100);s__Devriesia_sp(100);
Otu6288,2,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu6289,2,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Hypocreales_family_Incertae_sedis(100);f__Hypocreales_family_Incertae_sedis_unclassified(100);f__Hypocreales_family_Incertae_sedis_unclassified(100);
Otu6290,2,k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu6291,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_ranarum(100);
Otu6292,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_sp(100);
Otu6293,2,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu6294,2,k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu6295,2,k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu6296,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);g__Mortierella_unclassified(100);
Otu6297,2,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Mariannaea(100);s__Mariannaea_superimposita(100);
Otu6298,2,k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Hyaloscyphaceae(100);g__Haplographium(100);s__Haplographium_delicatum(100);
Otu6299,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);s__Mortierella_biramosa(100);
Otu6300,2,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);
Otu6301,2,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Pleosporales_family_Incertae_sedis(100);g__Stagonosporopsis(100);s__Stagonosporopsis_tanaceti(100);
Otu6302,2,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Pleosporales_family_Incertae_sedis(100);g__Stagonosporopsis(100);s__Stagonosporopsis_tanaceti(100);
Otu6303,2,k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu6304,2,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu6305,2,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu6306,2,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Hypocreales_family_Incertae_sedis(100);g__Myrothecium(100);s__Myrothecium_tongaense(100);
Otu6307,2,k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu6308,2,k__Fungi(100);p__unclassified_Fungi(100);c__unclassified_Fungi(100);o__unclassified_Fungi(100);f__unclassified_Fungi(100);g__unclassified_Fungi(100);s__Neopestalotiopsis_foedans(100);
Otu6309,2,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Pleosporales_family_Incertae_sedis(100);g__Stagonosporopsis(100);g__Stagonosporopsis_unclassified(100);
Otu6310,2,k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Trichosporonales(100);f__Trichosporonaceae(100);g__Trichosporon(100);s__Trichosporon_dehoogii(100);
Otu6311,2,k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu6312,2,k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu6313,2,k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu6314,2,k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu6315,2,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu6316,2,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu6317,2,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu6318,2,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu6319,2,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu6320,2,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu6321,2,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu6322,2,k__Fungi(100);p__Basidiomycota(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);
Otu6323,2,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Hypocreales_family_Incertae_sedis(100);f__Hypocreales_family_Incertae_sedis_unclassified(100);f__Hypocreales_family_Incertae_sedis_unclassified(100);
Otu6324,2,k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu6325,2,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);
Otu6326,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_ranarum(100);
Otu6327,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_sp(100);
Otu6328,2,k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu6329,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_heterosporus(100);
Otu6330,2,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);o__Hypocreales_unclassified(100);o__Hypocreales_unclassified(100);o__Hypocreales_unclassified(100);
Otu6331,2,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu6332,2,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Nectria(100);g__Nectria_unclassified(100);
Otu6333,2,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);f__Nectriaceae_unclassified(100);f__Nectriaceae_unclassified(100);
Otu6334,2,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Botryosphaeriales(100);f__Botryosphaeriaceae(100);g__Diplodia(100);g__Diplodia_unclassified(100);
Otu6335,2,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu6336,2,k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Thelebolales(100);o__Thelebolales_unclassified(100);o__Thelebolales_unclassified(100);o__Thelebolales_unclassified(100);
Otu6337,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_magnus(100);
Otu6338,2,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);
Otu6339,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_sp(100);
Otu6340,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);g__Basidiobolus_unclassified(100);
Otu6341,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_sp(100);
Otu6342,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_sp(100);
Otu6343,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);g__Basidiobolus_unclassified(100);
Otu6344,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_sp(100);
Otu6345,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_sp(100);
Otu6346,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);g__Basidiobolus_unclassified(100);
Otu6347,2,k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Trichocomaceae(100);g__Penicillium(100);g__Penicillium_unclassified(100);
Otu6348,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_sp(100);
Otu6349,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);g__Basidiobolus_unclassified(100);
Otu6350,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_sp(100);
Otu6351,2,k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu6352,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_sp(100);
Otu6353,2,k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu6354,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_sp(100);
Otu6355,2,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu6356,2,k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Trichocomaceae(100);g__Penicillium(100);g__Penicillium_unclassified(100);
Otu6357,2,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu6358,2,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu6359,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_magnus(100);
Otu6360,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_sp(100);
Otu6361,2,k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Trichocomaceae(100);g__Penicillium(100);s__Penicillium_lividum(100);
Otu6362,2,k__Fungi(100);p__Rozellomycota(100);c__unclassified_Rozellomycota(100);o__unclassified_Rozellomycota(100);f__unclassified_Rozellomycota(100);g__unclassified_Rozellomycota(100);s__Rozellomycota_sp(100);
Otu6363,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_sp(100);
Otu6364,2,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu6365,2,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu6366,2,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Mariannaea(100);s__Mariannaea_superimposita(100);
Otu6367,2,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu6368,2,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Coniochaetales(100);f__Coniochaetales_family_Incertae_sedis(100);g__Pseudobotrytis(100);s__Pseudobotrytis_terrestris(100);
Otu6369,2,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Coniochaetales(100);f__Coniochaetales_family_Incertae_sedis(100);g__Pseudobotrytis(100);s__Pseudobotrytis_terrestris(100);
Otu6370,2,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);s__Mortierella_biramosa(100);
Otu6371,2,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
