,Kingdom,Phylum,Class,Order,Family,Genus
ASV_3292,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Chaetosphaeriales,f__Chaetosphaeriaceae,NA
ASV_3293,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,NA
ASV_3294,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Ramariopsis
ASV_3295,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,NA,NA
ASV_3296,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Reticulascaceae,NA
ASV_3297,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella
ASV_3298,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia
ASV_3299,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,NA
ASV_3300,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA
ASV_3301,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Venturiaceae,g__Sympodiella
ASV_3302,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella
ASV_3303,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Humicola
ASV_3304,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Trichocomaceae,g__Talaromyces
ASV_3305,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Geastrales,f__Geastraceae,g__Geastrum
ASV_3306,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_3307,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Microbotryomycetes_ord_Incertae_sedis,f__Chrysozymaceae,g__Oberwinklerozyma
ASV_3308,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariomycetidae_ord_Incertae_sedis,f__Rhamphoriaceae,g__Xylolentia
ASV_3309,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,NA,NA,NA
ASV_3310,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3311,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Dermateaceae,g__Cryptosporiopsis
ASV_3312,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariales_fam_Incertae_sedis,g__Castanediella
ASV_3313,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Diaporthaceae,g__Diaporthe
ASV_3314,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora
ASV_3316,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Chaetosphaeriales,f__Chaetosphaeriaceae,NA
ASV_3317,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA
ASV_3318,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA
ASV_3319,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA
ASV_3320,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3321,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Nectriopsis
ASV_3322,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Nectriopsis
ASV_3323,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Heterosphaeria
ASV_3324,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella
ASV_3325,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora
ASV_3326,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3327,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Ophiocordycipitaceae,g__Tolypocladium
ASV_3328,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3329,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,NA
ASV_3330,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA
ASV_3331,k__Fungi,p__Ascomycota,c__Taphrinomycetes,o__Taphrinales,f__Taphrinaceae,g__Taphrina
ASV_3332,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3333,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA
ASV_3334,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA
ASV_3335,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium
ASV_3338,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma
ASV_3339,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus
ASV_3340,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3341,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_3342,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Cladosporium
ASV_3343,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_3345,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3346,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,g__Capnobotryella
ASV_3347,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3348,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Ovatospora
ASV_3349,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Mariannaea
ASV_3350,k__Fungi,p__Ascomycota,NA,NA,NA,NA
ASV_3351,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Sclerococcales,f__Sclerococcaceae,g__Rhopalophora
ASV_3352,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella
ASV_3353,k__Fungi,p__Basidiomycota,c__Geminibasidiomycetes,o__Geminibasidiales,f__Geminibasidiaceae,g__Geminibasidium
ASV_3354,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,g__Devriesia
ASV_3355,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora
ASV_3356,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Teichosporaceae,NA
ASV_3357,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Venturiaceae,g__Venturia
ASV_3358,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3359,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Didymella
ASV_3360,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,NA,NA
ASV_3361,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Venturiaceae,g__Sympodiella
ASV_3362,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Sebacinaceae,g__Sebacina
ASV_3363,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala
ASV_3364,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA
ASV_3365,k__Fungi,p__Ascomycota,NA,NA,NA,NA
ASV_3366,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3367,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Trechisporales,f__Hydnodontaceae,g__Trechispora
ASV_3368,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Chaetosphaeriales,f__Chaetosphaeriaceae,NA
ASV_3369,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariomycetes_ord_Incertae_sedis,f__Sordariomycetes_fam_Incertae_sedis,g__Xylomelasma
ASV_3370,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,NA
ASV_3371,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3372,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3373,k__Fungi,p__Ascomycota,NA,NA,NA,NA
ASV_3374,k__Fungi,p__Mucoromycota,c__Umbelopsidomycetes,o__Umbelopsidales,f__Umbelopsidaceae,g__Umbelopsis
ASV_3375,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Sympoventuriaceae,g__Fusicladium
ASV_3376,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariaceae,g__Xylaria
ASV_3377,k__Fungi,p__Ascomycota,c__Sordariomycetes,NA,NA,NA
ASV_3379,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariomycetes_ord_Incertae_sedis,f__Sordariomycetes_fam_Incertae_sedis,g__Xylomelasma
ASV_3380,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3381,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3382,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3383,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3384,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,NA
ASV_3385,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3386,k__Fungi,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Hormodochis
ASV_3387,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_3388,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,NA,NA
ASV_3389,k__Fungi,p__Ascomycota,c__Dothideomycetes,NA,NA,NA
ASV_3390,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,NA,NA
ASV_3391,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,g__Paramyrothecium
ASV_3392,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,g__Xenopenidiella
ASV_3393,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Peniophoraceae,NA
ASV_3394,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Peniophoraceae,NA
ASV_3395,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Myrmecridiales,f__Myrmecridiaceae,g__Myrmecridium
ASV_3396,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,g__Devriesia
ASV_3398,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Venturiaceae,g__Sympodiella
ASV_3399,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,NA
ASV_3400,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Coniosporium
ASV_3401,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,NA,NA
ASV_3402,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,NA,NA
ASV_3403,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3404,k__Fungi,p__Ascomycota,c__GS35,o__GS35,NA,NA
ASV_3405,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3406,k__Fungi,p__Ascomycota,c__Geoglossomycetes,o__Geoglossales,f__Geoglossaceae,g__Glutinoglossum
ASV_3407,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia
ASV_3408,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,NA,NA
ASV_3409,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3410,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Leucosporidiales,NA,NA
ASV_3411,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella
ASV_3412,k__Fungi,p__Ascomycota,c__Sordariomycetes,NA,NA,NA
ASV_3413,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA
ASV_3414,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Melanommataceae,g__Pleotrichocladium
ASV_3415,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariales_fam_Incertae_sedis,g__Phialemoniopsis
ASV_3416,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_3417,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella
ASV_3418,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Trichomonascaceae,g__Sugiyamaella
ASV_3419,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella
ASV_3420,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_3421,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Microcera
ASV_3422,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Cladosporium
ASV_3423,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA
ASV_3424,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Ceratocystidaceae,g__Ceratocystis
ASV_3425,k__Fungi,p__Ascomycota,c__Eurotiomycetes,NA,NA,NA
ASV_3426,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3427,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Chaetosphaeriales,f__Chaetosphaeriaceae,NA
ASV_3428,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Clathrosphaerina
ASV_3429,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporales_fam_Incertae_sedis,g__Nigrograna
ASV_3430,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Meruliaceae,g__Scopuloides
ASV_3431,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,g__Colletogloeum
ASV_3432,k__Fungi,p__Ascomycota,NA,NA,NA,NA
ASV_3433,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3434,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius
ASV_3435,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Paraconiothyrium
ASV_3436,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Hypomyces
ASV_3437,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_3438,k__Fungi,p__Rozellomycota,c__Rozellomycotina_cls_Incertae_sedis,o__GS11,NA,NA
ASV_3439,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala
ASV_3440,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,NA
ASV_3442,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3443,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_3444,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Thyridariaceae,g__Parathyridaria
ASV_3446,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Rhinocladiella
ASV_3447,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Thelebolaceae,g__Cleistothelebolus
ASV_3449,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3450,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,NA,NA
ASV_3452,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA
ASV_3453,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Pseudoophiobolus
ASV_3454,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Pseudocosmospora
ASV_3455,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria
ASV_3456,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Russulaceae,g__Russula
ASV_3457,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricomycetes_ord_Incertae_sedis,f__Agaricomycetes_fam_Incertae_sedis,g__Xenasmatella
ASV_3458,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Coleophoma
ASV_3459,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Cladosporium
ASV_3460,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Sporocadaceae,g__Magnohelicospora
ASV_3461,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Acremonium
ASV_3462,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3463,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Cyphellophoraceae,g__Cyphellophora
ASV_3464,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella
ASV_3465,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,NA
ASV_3466,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Peniophoraceae,g__Entomocorticium
ASV_3467,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,NA
ASV_3468,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Acremonium
ASV_3470,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3471,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3472,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_3473,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Trechisporales,f__Hydnodontaceae,g__Trechispora
ASV_3474,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus
ASV_3475,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,NA,NA
ASV_3476,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Gnomoniaceae,g__Ophiognomonia
ASV_3477,k__Fungi,p__Ascomycota,NA,NA,NA,NA
ASV_3478,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora
ASV_3479,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,NA
ASV_3480,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium
ASV_3481,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3482,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,NA,NA
ASV_3483,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Mycosymbioces
ASV_3484,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,g__Devriesia
ASV_3485,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA
ASV_3486,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Cantharellales_fam_Incertae_sedis,g__Sistotrema
ASV_3487,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Albatrellaceae,g__Leucogaster
ASV_3488,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Periconiaceae,g__Periconia
ASV_3489,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA
ASV_3490,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Pseudeurotiaceae,g__Geomyces
ASV_3491,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,NA
ASV_3492,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Russulaceae,g__Russula
ASV_3493,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3494,k__Fungi,p__Rozellomycota,NA,NA,NA,NA
ASV_3495,k__Fungi,p__Ascomycota,c__GS35,NA,NA,NA
ASV_3496,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,NA
ASV_3497,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3498,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Epicoccum
ASV_3499,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,g__Metapochonia
ASV_3500,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Pleurotheciales,f__Pleurotheciaceae,NA
ASV_3501,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA
ASV_3502,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,NA,NA
ASV_3503,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Teichosporaceae,NA
ASV_3504,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3505,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3506,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Microascaceae,g__Pseudallescheria
ASV_3507,k__Fungi,p__Ascomycota,c__Sordariomycetes,NA,NA,NA
ASV_3508,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_3509,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA
ASV_3510,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Sarcoscyphaceae,g__Sarcoscypha
ASV_3511,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3512,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA
ASV_3513,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Hymenoscyphus
ASV_3515,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Podospora
ASV_3516,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Trichosphaeriales,f__Trichosphaeriaceae,g__Nigrospora
ASV_3517,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariaceae,g__Nemania
ASV_3518,k__Fungi,p__Monoblepharomycota,c__Sanchytriomycetes,o__Sanchytriales,f__Sanchytriaceae,NA
ASV_3520,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Chaetomium
ASV_3521,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA
ASV_3522,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3523,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3524,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,NA
ASV_3525,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,NA
ASV_3526,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3527,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,NA,NA
ASV_3528,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Cordycipitaceae,g__Cordyceps
ASV_3529,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora
ASV_3530,k__Fungi,p__Ascomycota,c__Sordariomycetes,NA,NA,NA
ASV_3531,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Monocillium
ASV_3532,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Goffeauzyma
ASV_3533,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Acremonium
ASV_3534,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Acremonium
ASV_3535,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,NA,NA
ASV_3536,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3537,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Myrmecridiales,f__Myrmecridiaceae,g__Myrmecridium
ASV_3538,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3539,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3540,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3541,k__Fungi,p__Ascomycota,c__Taphrinomycetes,o__Taphrinales,f__Taphrinaceae,g__Taphrina
ASV_3542,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Geastrales,f__Geastraceae,g__Geastrum
ASV_3543,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Hyaloscypha
ASV_3544,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3545,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_3546,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Meruliaceae,NA
ASV_3547,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Phaffomycetaceae,g__Cyberlindnera
ASV_3548,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
