,Kingdom,Phylum,Class,Order,Family,Genus
ASV_937,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Saccharomycetales_fam_Incertae_sedis,g__Candida
ASV_938,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Ophiocordycipitaceae,g__Tolypocladium
ASV_940,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_941,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella
ASV_943,k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Chionosphaeraceae,g__Kurtzmanomyces
ASV_944,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Hyphodermataceae,g__Hyphoderma
ASV_945,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,NA,NA
ASV_946,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_947,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,NA
ASV_948,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Sporocadaceae,g__Magnohelicospora
ASV_949,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium
ASV_950,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_951,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Irpicaceae,g__Ceriporia
ASV_952,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Phanerochaetaceae,g__Bjerkandera
ASV_953,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariaceae,g__Nemania
ASV_954,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Epicoccum
ASV_955,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Strophariaceae,g__Deconica
ASV_956,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_957,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_958,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Mrakiaceae,g__Tausonia
ASV_959,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,g__Paramycosphaerella
ASV_960,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,g__Devriesia
ASV_961,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,g__Paramyrothecium
ASV_962,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA
ASV_963,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Meruliaceae,g__Ceraceomyces
ASV_964,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_965,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_966,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Atheliales,f__Tylosporaceae,g__Amphinema
ASV_967,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_968,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Albatrellaceae,g__Leucogaster
ASV_969,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,NA
ASV_970,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Saccharomycetales_fam_Incertae_sedis,g__Candida
ASV_971,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_972,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Lecanorales,f__Parmeliaceae,g__Flavopunctelia
ASV_974,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA
ASV_975,k__Fungi,p__Ascomycota,c__Sordariomycetes,NA,NA,NA
ASV_976,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Epicoccum
ASV_977,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Didymella
ASV_978,k__Fungi,p__Rozellomycota,NA,NA,NA,NA
ASV_979,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Glomerellaceae,g__Colletotrichum
ASV_980,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Microbotryomycetes_ord_Incertae_sedis,f__Microbotryomycetes_fam_Incertae_sedis,g__Curvibasidium
ASV_981,k__Fungi,p__Ascomycota,NA,NA,NA,NA
ASV_982,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Leucosporidiales,f__Leucosporidiaceae,g__Leucosporidium
ASV_983,k__Fungi,p__Rozellomycota,NA,NA,NA,NA
ASV_984,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Albatrellaceae,g__Leucogaster
ASV_985,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_986,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_987,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,g__Striaticonidium
ASV_988,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Chaetosphaeriales,f__Chaetosphaeriaceae,NA
ASV_990,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_991,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella
ASV_993,k__Fungi,p__Ascomycota,c__Sordariomycetes,NA,NA,NA
ASV_994,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,NA,NA
ASV_995,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_996,k__Fungi,p__Basidiomycota,c__Atractiellomycetes,o__Atractiellales,f__Atractiellales_fam_Incertae_sedis,g__Helicogloea
ASV_997,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Sympoventuriaceae,NA
ASV_998,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius
ASV_999,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Helminthosphaeriaceae,g__Spadicoides
ASV_1000,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella
ASV_1001,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_1002,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA
ASV_1005,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Myxotrichaceae,g__Oidiodendron
ASV_1006,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,NA
ASV_1007,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Dactylella
ASV_1008,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_1009,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_1010,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Gibellulopsis
ASV_1011,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,NA
ASV_1012,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Chaetosphaeriales,f__Chaetosphaeriaceae,NA
ASV_1013,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA
ASV_1014,k__Fungi,p__Ascomycota,c__Sordariomycetes,NA,NA,NA
ASV_1015,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_1016,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Periconiaceae,g__Periconia
ASV_1017,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Helminthosphaeriaceae,g__Spadicoides
ASV_1018,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,g__Devriesia
ASV_1019,k__Fungi,p__Ascomycota,c__Dothideomycetes,NA,NA,NA
ASV_1020,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_1021,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella
ASV_1022,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella
ASV_1023,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,NA
ASV_1024,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Periconiaceae,g__Periconia
ASV_1025,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Meruliaceae,g__Phlebia
ASV_1026,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_1027,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Cosmospora
ASV_1028,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia
ASV_1029,k__Fungi,p__Ascomycota,NA,NA,NA,NA
ASV_1030,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_1031,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Leptodontidium
ASV_1032,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricomycetes_ord_Incertae_sedis,f__Agaricomycetes_fam_Incertae_sedis,g__Xenasmatella
ASV_1033,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA
ASV_1034,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella
ASV_1035,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Penicillifer
ASV_1036,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,NA
ASV_1037,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,NA,NA
ASV_1038,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,NA
ASV_1039,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Scytalidium
ASV_1040,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Atheliales,f__Pilodermataceae,g__Piloderma
ASV_1041,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_1042,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,NA
ASV_1043,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Albatrellaceae,g__Leucogaster
ASV_1044,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,NA
ASV_1046,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,NA
ASV_1047,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiomycetes_ord_Incertae_sedis,f__Symmetrosporaceae,g__Symmetrospora
ASV_1048,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Ophiocordycipitaceae,g__Tolypocladium
ASV_1050,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Ophiocordycipitaceae,g__Polycephalomyces
ASV_1051,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,NA
ASV_1052,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_1054,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Steccherinaceae,g__Cabalodontia
ASV_1055,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_1056,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA
ASV_1057,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Cephalothecaceae,NA
ASV_1059,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,NA
ASV_1060,k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Agaricostilbaceae,g__Pseudobensingtonia
ASV_1061,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia
ASV_1062,k__Fungi,p__Ascomycota,c__Sordariomycetes,NA,NA,NA
ASV_1063,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariaceae,NA
ASV_1064,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,NA,NA
ASV_1065,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,g__Acrodontium
ASV_1066,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Chaetosphaeriales,f__Chaetosphaeriaceae,NA
ASV_1067,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_1068,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,NA
ASV_1069,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora
ASV_1070,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,NA,NA
ASV_1071,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Acremonium
ASV_1072,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_1073,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Curvularia
ASV_1074,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,g__Xenopenidiella
ASV_1075,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Lecanorales,f__Parmeliaceae,g__Flavopunctelia
ASV_1076,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella
ASV_1077,k__Fungi,p__Mucoromycota,c__Umbelopsidomycetes,o__Umbelopsidales,f__Umbelopsidaceae,g__Umbelopsis
ASV_1078,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariaceae,g__Rosellinia
ASV_1079,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,NA
ASV_1081,k__Fungi,p__Mucoromycota,c__Umbelopsidomycetes,o__Umbelopsidales,f__Umbelopsidaceae,g__Umbelopsis
ASV_1083,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_1084,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_1085,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_1086,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Leptodontidium
ASV_1087,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,g__Zasmidium
ASV_1088,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Periconiaceae,g__Periconia
ASV_1089,k__Fungi,p__Basidiomycota,c__Pucciniomycetes,o__Platygloeales,NA,NA
ASV_1090,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Albatrellaceae,g__Leucogaster
ASV_1091,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Exobasidiales,f__Brachybasidiaceae,g__Meira
ASV_1092,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_1095,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Sarocladiaceae,g__Parasarocladium
ASV_1096,k__Fungi,p__Ascomycota,c__Sordariomycetes,NA,NA,NA
ASV_1097,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Dactylella
ASV_1098,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,NA
ASV_1099,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_1100,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium
ASV_1101,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA
ASV_1102,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Albatrellaceae,g__Leucogaster
ASV_1103,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_1104,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Leptodontidium
ASV_1107,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA
ASV_1108,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_1110,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pyrenochaetopsidaceae,g__Neopyrenochaeta
ASV_1112,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Boletales,f__Sclerodermataceae,g__Scleroderma
ASV_1114,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,NA
ASV_1115,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA
ASV_1116,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,g__Sphaerulina
ASV_1117,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,NA
ASV_1118,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Chaetosphaeriales,f__Chaetosphaeriaceae,NA
ASV_1120,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_1121,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA
ASV_1122,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella
ASV_1123,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_1125,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,g__Paramyrothecium
ASV_1126,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Peniophoraceae,g__Entomocorticium
ASV_1127,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Meruliaceae,g__Sarcodontia
ASV_1128,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariaceae,g__Auricularia
ASV_1129,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,NA
ASV_1130,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella
ASV_1131,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,g__Mycosphaerella
ASV_1132,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Neocucurbitaria
ASV_1133,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,g__Hyweljonesia
ASV_1134,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_1135,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus
ASV_1137,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,NA,NA
ASV_1138,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Sporocadaceae,g__Pestalotiopsis
ASV_1141,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Boletales,f__Boletaceae,g__Xanthoconium
ASV_1142,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,NA
ASV_1143,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_1145,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala
ASV_1146,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_1148,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,NA
ASV_1150,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Trechisporales,f__Hydnodontaceae,g__Trechispora
ASV_1152,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,NA
ASV_1154,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_1155,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA
ASV_1157,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_1159,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Myrmecridiales,f__Myrmecridiaceae,g__Myrmecridium
ASV_1160,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Scytalidium
ASV_1161,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA
ASV_1162,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_1163,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Chalara
ASV_1164,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Leucosporidiales,f__Leucosporidiaceae,g__Leucosporidium
ASV_1166,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Cerrenaceae,NA
ASV_1167,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Gnomoniaceae,g__Ophiognomonia
ASV_1168,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,NA,NA
ASV_1169,k__Fungi,p__Ascomycota,c__Laboulbeniomycetes,o__Pyxidiophorales,NA,NA
ASV_1170,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_1171,k__Fungi,p__Ascomycota,c__Sordariomycetes,NA,NA,NA
ASV_1172,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Acremonium
ASV_1173,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,NA
ASV_1174,k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Chionosphaeraceae,g__Ballistosporomyces
ASV_1175,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Piskurozymaceae,g__Solicoccozyma
ASV_1176,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,NA,NA
ASV_1177,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_1181,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella
ASV_1182,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Bartaliniaceae,g__Truncatella
ASV_1183,k__Fungi,p__Basidiomycota,c__Geminibasidiomycetes,o__Geminibasidiales,f__Geminibasidiaceae,g__Geminibasidium
ASV_1184,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Trechisporales,f__Hydnodontaceae,NA
ASV_1185,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA
ASV_1186,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA
ASV_1187,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporales_fam_Incertae_sedis,g__Pseudochaetosphaeronema
ASV_1188,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariaceae,g__Biscogniauxia
ASV_1189,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_1190,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA
ASV_1191,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,g__Paecilomyces
ASV_1192,k__Fungi,p__Basidiomycota,c__Geminibasidiomycetes,o__Geminibasidiales,f__Geminibasidiaceae,g__Geminibasidium
ASV_1193,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_1194,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,NA,NA
ASV_1195,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_1196,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_1197,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Dermateaceae,g__Mollisia
ASV_1199,k__Fungi,p__Ascomycota,NA,NA,NA,NA
ASV_1200,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_1201,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella
ASV_1202,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Trichocomaceae,g__Talaromyces
ASV_1203,k__Fungi,p__Unclassified_Fungi,NA,NA,NA,NA
ASV_1204,k__Fungi,p__Basidiobolomycota,c__Basidiobolomycetes,o__Basidiobolales,f__Basidiobolaceae,g__Basidiobolus
ASV_1205,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA
ASV_1206,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodotorula
ASV_1207,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,NA
ASV_1208,k__Fungi,p__Ascomycota,NA,NA,NA,NA
ASV_1210,k__Fungi,p__Entorrhizomycota,c__Entorrhizomycetes,o__Entorrhizales,f__Entorrhizaceae,g__Entorrhiza
